1,ウルグアイ独立（1825年）,1825
2,ベルギー独立革命勃発（1830年）,1830
3,北里柴三郎がペスト菌を発見（1894年）,1894
4,孫文らが国民党を結成（1912年）,1912
5,東京飛行場（現:東京国際空港）開港（1931年）,1931
6,第二次世界大戦:英ソ共同によるイラン進駐開始（1941年）,1941
7,第二次世界大戦:パリの解放（1944年）,1944
8,日清食品がチキンラーメンを発売。世界初のインスタントラーメン（1958年）,1958
9,第17回夏季オリンピック、ローマオリンピックが開幕。9月11日まで（1960年）,1960
10,アメリカの惑星探査機「ボイジャー2号」が海王星に最接近（1989年）,1989
11,ベラルーシがソビエト連邦から独立（1991年）,1991
12,福岡海の中道大橋飲酒運転事故（2006年）,2006
13,闇サイト殺人事件（2007年）,2007
